ID;site;region;origin;frequency_A;total_A;percentage_site_A;sites_A;percentage_in_all_A;frequency_B;total_B;percentage_site_B;sites_B;percentage_in_all_B;frequency_C;total_C;percentage_site_C;sites_C;percentage_in_all_C;frequency_D;total_D;percentage_site_D;sites_D;percentage_in_all_D
0;Aquileia;Adria;Italy;1.97;41.43;4.755008448;25;0.190200338;1.7;41.16;4.130223518;29;0.142421501;36.14;348.33;10.3752189;28;0.370543532;0.25;54.17;0.461510061;22;0.02097773
1;Aquileia;Adria;Baetica;0;41.43;0;25;0;0;41.16;0;29;0;0;348.33;0;28;0;0;54.17;0;22;0
2;Aquileia;Adria;Tarraconensis;0;41.43;0;25;0;0;41.16;0;29;0;0;348.33;0;28;0;0;54.17;0;22;0
3;Aquileia;Adria;North Africa;15.15;41.43;36.56770456;25;1.462708182;15.15;41.16;36.80758017;29;1.269226903;0;348.33;0;28;0;15.93;54.17;29.40742108;22;1.336700958
4;Aquileia;Adria;Iberian Peninsula;0.6;41.43;1.448225923;25;0.057929037;0.6;41.16;1.457725948;29;0.050266412;36.14;348.33;10.3752189;28;0.370543532;0.25;54.17;0.461510061;22;0.02097773
5;Aquileia;Adria;Aegean;0;41.43;0;25;0;0;41.16;0;29;0;0;348.33;0;28;0;0;54.17;0;22;0
6;Aquileia;Adria;Western Mediterranean;0;41.43;0;25;0;0;41.16;0;29;0;0;348.33;0;28;0;0;54.17;0;22;0
7;Aquileia;Adria;Eastern Mediterranean;15.49;41.43;37.38836592;25;1.495534637;15.49;41.16;37.63362488;29;1.297711203;77.28;348.33;22.18585824;28;0.79235208;23.77;54.17;43.88037659;22;1.994562572
8;Aquileia;Adria;unknown;8.22;41.43;19.84069515;25;0.793627806;8.22;41.16;19.97084548;29;0.688649844;198.77;348.33;57.06370396;28;2.037989427;13.97;54.17;25.7891822;22;1.172235555
9;Aquileia;Adria;Pontic Sea;0;41.43;0;25;0;0;41.16;0;29;0;0;348.33;0;28;0;0;54.17;0;22;0
10;Aquileia;Adria;Egypt;0;41.43;0;25;0;0;41.16;0;29;0;0;348.33;0;28;0;0;54.17;0;22;0
11;Aquileia;Adria;Gallia;0;41.43;0;25;0;0;41.16;0;29;0;0;348.33;0;28;0;0;54.17;0;22;0
13;Butrint;Adria;Italy;0;0;0;25;0;0.5;2.5;20;29;0.689655172;2.5;12;20.83333333;28;0.744047619;3;9;33.33333333;22;1.515151515
14;Butrint;Adria;Baetica;0;0;0;25;0;0.5;2.5;20;29;0.689655172;0.5;12;4.166666667;28;0.148809524;0;9;0;22;0
15;Butrint;Adria;Tarraconensis;0;0;0;25;0;0;2.5;0;29;0;0;12;0;28;0;0;9;0;22;0
16;Butrint;Adria;North Africa;0;0;0;25;0;0;2.5;0;29;0;0.5;12;4.166666667;28;0.148809524;0.5;9;5.555555556;22;0.252525253
17;Butrint;Adria;Iberian Peninsula;0;0;0;25;0;0;2.5;0;29;0;0;12;0;28;0;0;9;0;22;0
18;Butrint;Adria;Aegean;0;0;0;25;0;1;2.5;40;29;1.379310345;4;12;33.33333333;28;1.19047619;3;9;33.33333333;22;1.515151515
19;Butrint;Adria;Western Mediterranean;0;0;0;25;0;0;2.5;0;29;0;0;12;0;28;0;0;9;0;22;0
20;Butrint;Adria;Eastern Mediterranean;0;0;0;25;0;0;2.5;0;29;0;0.5;12;4.166666667;28;0.148809524;0.5;9;5.555555556;22;0.252525253
21;Butrint;Adria;unknown;0;0;0;25;0;0;2.5;0;29;0;4;12;33.33333333;28;1.19047619;2;9;22.22222222;22;1.01010101
22;Butrint;Adria;Pontic Sea;0;0;0;25;0;0;2.5;0;29;0;0;12;0;28;0;0;9;0;22;0
23;Butrint;Adria;Egypt;0;0;0;25;0;0;2.5;0;29;0;0;12;0;28;0;0;9;0;22;0
24;Butrint;Adria;Gallia;0;0;0;25;0;0;2.5;0;29;0;0;12.5;0;28;0;0;9;0;22;0
26;Ephesos;Aegean;Italy;42.2;56.8;74.29577465;25;2.971830986;47.7;70.9666;67.21471791;29;2.317748893;2.85;4.2666;66.79791872;28;2.385639954;0.35;3.0166;11.60246635;22;0.527384834
27;Ephesos;Aegean;Baetica;0;56.8;0;25;0;0;70.9666;0;29;0;0;4.2666;0;28;0;0;3.0166;0;22;0
28;Ephesos;Aegean;Tarraconensis;0;56.8;0;25;0;0;70.9666;0;29;0;0;4.2666;0;28;0;0;3.0166;0;22;0
29;Ephesos;Aegean;North Africa;3.1;56.8;5.457746479;25;0.218309859;2.6;70.9666;3.663695316;29;0.126334321;0.1;4.2666;2.343786622;28;0.083706665;0.1;3.0166;3.314990387;22;0.150681381
30;Ephesos;Aegean;Iberian Peninsula;6;56.8;10.56338028;25;0.422535211;11.5666;70.9666;16.29865317;29;0.562022523;0.5666;4.2666;13.279895;28;0.474281964;0.5666;3.0166;18.78273553;22;0.853760706
32;Ephesos;Aegean;Western Mediterranean;0;56.8;0;25;0;0;70.9666;0;29;0;0;4.2666;0;28;0;0;3.0166;0;22;0
33;Ephesos;Aegean;Eastern Mediterranean;5;56.8;8.802816901;25;0.352112676;6;70.9666;8.454681498;29;0.291540741;0.15;4.2666;3.515679932;28;0.125559998;0.15;3.0166;4.97248558;22;0.226022072
34;Ephesos;Aegean;unknown;0;56.8;0;25;0;0;70.9666;0;29;0;0;4.2666;0;28;0;0;3.0166;0;22;0
35;Ephesos;Aegean;Pontic Sea;0;56.8;0;25;0;0.4;70.9666;0.563645433;29;0.019436049;0.4;4.2666;9.375146487;28;0.33482666;1.65;3.0166;54.69734138;22;2.48624279
36;Ephesos;Aegean;Egypt;0.5;56.8;0.88028169;25;0.035211268;2.6;70.9666;3.663695316;29;0.126334321;0.1;4.2666;2.343786622;28;0.083706665;0.1;3.0166;3.314990387;22;0.150681381
37;Ephesos;Aegean;Gallia;0;56.8;0;25;0;0.1;70.9666;0.140911358;29;0.004859012;0.1;4.2666;2.343786622;28;0.083706665;0.1;3.0166;3.314990387;22;0.150681381
38;Ephesos;Aegean;Adria;0;56.8;0;25;0;0;70.9666;0;29;0;0;4.2666;0;28;0;0;3.0166;0;22;0
39;Baelo Claudia;Baetica;Italy;16;51.5;31.06796117;25;1.242718447;15;35.5;42.25352113;29;1.45701797;1;3;33.33333333;28;1.19047619;0.2;0.7;28.57142857;22;1.298701299
41;Baelo Claudia;Baetica;Tarraconensis;0;51.5;0;25;0;0;35.5;0;29;0;0;3;0;28;0;0;0.7;0;22;0
42;Baelo Claudia;Baetica;North Africa;0;51.5;0;25;0;0;35.5;0;29;0;0;3;0;28;0;0;0.7;0;22;0
43;Baelo Claudia;Baetica;Iberian Peninsula;0;51.5;0;25;0;0;35.5;0;29;0;0;3;0;28;0;0;0.7;0;22;0
44;Baelo Claudia;Baetica;Aegean;0;51.5;0;25;0;0;35.5;0;29;0;0;3;0;28;0;0;0.7;0;22;0
45;Baelo Claudia;Baetica;Western Mediterranean;24.5;51.5;47.57281553;25;1.902912621;13.5;35.5;38.02816901;29;1.311316173;2;3;66.66666667;28;2.380952381;0;0.7;0;22;0
46;Baelo Claudia;Baetica;Eastern Mediterranean;0;51.5;0;25;0;0;35.5;0;29;0;0;3;0;28;0;0;0.7;0;22;0
47;Baelo Claudia;Baetica;unknown;11;51.5;21.3592233;25;0.854368932;7;35.5;19.71830986;29;0.679941719;0;3;0;28;0;0.5;0.7;71.42857143;22;3.246753247
48;Baelo Claudia;Baetica;Pontic Sea;0;51.5;0;25;0;0;35.5;0;29;0;0;3;0;28;0;0;0.7;0;22;0
49;Baelo Claudia;Baetica;Egypt;0;51.5;0;25;0;0;35.5;0;29;0;0;3;0;28;0;0;0.7;0;22;0
50;Baelo Claudia;Baetica;Gallia;0;51.5;0;25;0;0;35.5;0;29;0;0;3;0;28;0;0;0.7;0;22;0
51;Baelo Claudia;Baetica;Adria;0;51.5;0;25;0;0;35.5;0;29;0;0;3;0;28;0;0;0.7;0;22;0
52;Valencia;Baetica;Italy;0.5;7.5;6.666666667;25;0.266666667;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
54;Valencia;Baetica;Tarraconensis;4;7.5;53.33333333;25;2.133333333;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
55;Valencia;Baetica;North Africa;2.5;7.5;33.33333333;25;1.333333333;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
56;Valencia;Baetica;Iberian Peninsula;0;7.5;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
57;Valencia;Baetica;Aegean;0;7.5;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
58;Valencia;Baetica;Western Mediterranean;0;7.5;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
59;Valencia;Baetica;Eastern Mediterranean;0.5;7.5;6.666666667;25;0.266666667;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
60;Valencia;Baetica;unknown;0;7.5;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
61;Valencia;Baetica;Pontic Sea;0;7.5;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
62;Valencia;Baetica;Egypt;0;7.5;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
63;Valencia;Baetica;Gallia;0;7.5;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
64;Valencia;Baetica;Adria;0;7.5;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
65;Berytus;Eastern Mediterranean;Italy;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;0;45;0;22;0
66;Berytus;Eastern Mediterranean;Baetica;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;0;45;0;22;0
67;Berytus;Eastern Mediterranean;Tarraconensis;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;0;45;0;22;0
68;Berytus;Eastern Mediterranean;North Africa;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;1;45;2.222222222;22;0.101010101
69;Berytus;Eastern Mediterranean;Iberian Peninsula;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;0;45;0;22;0
70;Berytus;Eastern Mediterranean;Aegean;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;10;45;22.22222222;22;1.01010101
71;Berytus;Eastern Mediterranean;Western Mediterranean;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;9;45;20;22;0.909090909
73;Berytus;Eastern Mediterranean;unknown;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;25;45;55.55555556;22;2.525252525
74;Berytus;Eastern Mediterranean;Pontic Sea;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;0;45;0;22;0
75;Berytus;Eastern Mediterranean;Egypt;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;0;45;0;22;0
76;Berytus;Eastern Mediterranean;Gallia;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;0;45;0;22;0
77;Berytus;Eastern Mediterranean;Adria;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;0;45;0;22;0
78;Caesarea;Eastern Mediterranean;Italy;3;12.5;24;25;0.96;3;12.4999;24.000192;29;0.827592828;0;1.9999;0;28;0;0;1.9999;0;22;0
79;Caesarea;Eastern Mediterranean;Baetica;0;12.5;0;25;0;0;12.4999;0;29;0;0;1.9999;0;28;0;0;1.9999;0;22;0
80;Caesarea;Eastern Mediterranean;Tarraconensis;0;12.5;0;25;0;0;12.4999;0;29;0;0;1.9999;0;28;0;0;1.9999;0;22;0
81;Caesarea;Eastern Mediterranean;North Africa;0.5;12.5;4;25;0.16;0.5;12.4999;4.000032;29;0.137932138;0;1.9999;0;28;0;0;1.9999;0;22;0
82;Caesarea;Eastern Mediterranean;Iberian Peninsula;2.5;12.5;20;25;0.8;2.8333;12.4999;22.66658133;29;0.781606253;0.5833;1.9999;29.16645832;28;1.041659226;0.5833;1.9999;29.16645832;22;1.325748106
83;Caesarea;Eastern Mediterranean;Aegean;3;12.5;24;25;0.96;3;12.4999;24.000192;29;0.827592828;0.5;1.9999;25.00125006;28;0.892901788;0.5;1.9999;25.00125006;22;1.136420457
84;Caesarea;Eastern Mediterranean;Western Mediterranean;0;12.5;0;25;0;0;12.4999;0;29;0;0;1.9999;0;28;0;0;1.9999;0;22;0
86;Caesarea;Eastern Mediterranean;unknown;2.5;12.5;20;25;0.8;2.8333;12.4999;22.66658133;29;0.781606253;0.5833;1.9999;29.16645832;28;1.041659226;0.5833;1.9999;29.16645832;22;1.325748106
87;Caesarea;Eastern Mediterranean;Pontic Sea;0;12.5;0;25;0;0;12.4999;0;29;0;0;1.9999;0;28;0;0;1.9999;0;22;0
88;Caesarea;Eastern Mediterranean;Egypt;0;12.5;0;25;0;0;12.4999;0;29;0;0;1.9999;0;28;0;0;1.9999;0;22;0
89;Caesarea;Eastern Mediterranean;Gallia;0;12.5;0;25;0;0.3333;12.4999;2.666421331;29;0.091945563;0.3333;1.9999;16.66583329;28;0.595208332;0.3333;1.9999;16.66583329;22;0.757537877
90;Caesarea;Eastern Mediterranean;Adria;1;12.5;8;25;0.32;0;12.4999;0;29;0;0;1.9999;0;28;0;0;1.9999;0;22;0
91;Paphos;Eastern Mediterranean;Italy;0;3.9999;0;25;0;11.25;14.8333;75.84286706;29;2.615271278;1.25;3.3332;37.50150006;28;1.339339288;0.25;10.5;2.380952381;22;0.108225108
92;Paphos;Eastern Mediterranean;Baetica;0;3.9999;0;25;0;0;14.8333;0;29;0;0;3.3332;0;28;0;0;10.5;0;22;0
93;Paphos;Eastern Mediterranean;Tarraconensis;0;3.9999;0;25;0;0;14.8333;0;29;0;0;3.3332;0;28;0;0;10.5;0;22;0
94;Paphos;Eastern Mediterranean;North Africa;0;3.9999;0;25;0;0;14.8333;0;29;0;0;3.3332;0;28;0;0;10.5;0;22;0
95;Paphos;Eastern Mediterranean;Iberian Peninsula;0;3.9999;0;25;0;0;14.8333;0;29;0;0;3.3332;0;28;0;0;10.5;0;22;0
96;Paphos;Eastern Mediterranean;Aegean;2.6666;3.9999;66.66666667;25;2.666666667;2;14.8333;13.48317637;29;0.464937116;1.1666;3.3332;34.99939998;28;1.249978571;3;10.5;28.57142857;22;1.298701299
97;Paphos;Eastern Mediterranean;Western Mediterranean;0;3.9999;0;25;0;0;14.8333;0;29;0;0;3.3332;0;28;0;0;10.5;0;22;0
99;Paphos;Eastern Mediterranean;unknown;1.3333;3.9999;33.33333333;25;1.333333333;1.5833;14.8333;10.67395657;29;0.368067468;0.5833;3.3332;17.49969999;28;0.624989285;7.25;10.5;69.04761905;22;3.138528139
100;Paphos;Eastern Mediterranean;Pontic Sea;0;3.9999;0;25;0;0;14.8333;0;29;0;0;3.3332;0;28;0;0;10.5;0;22;0
101;Paphos;Eastern Mediterranean;Egypt;0;3.9999;0;25;0;0;14.8333;0;29;0;0;3.3332;0;28;0;0;10.5;0;22;0
102;Paphos;Eastern Mediterranean;Gallia;0;3.9999;0;25;0;0;14.8333;0;29;0;0;3.3332;0;28;0;0;10.5;0;22;0
103;Paphos;Eastern Mediterranean;Adria;0;3.9999;0;25;0;0;14.8333;0;29;0;0.3333;3.3332;9.999399976;28;0.357121428;0;10.5;0;22;0
104;Pula;Adria;Italy;1286;1286;100;25;4;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
105;Pula;Adria;Baetica;0;1286;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
106;Pula;Adria;Tarraconensis;0;1286;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
107;Pula;Adria;North Africa;0;1286;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
108;Pula;Adria;Iberian Peninsula;0;1286;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
109;Pula;Adria;Aegean;0;1286;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
110;Pula;Adria;Western Mediterranean;0;1286;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
111;Pula;Adria;Eastern Mediterranean;0;1286;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
112;Pula;Adria;unknown;0;1286;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
113;Pula;Adria;Pontic Sea;0;1286;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
114;Pula;Adria;Egypt;0;1286;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
115;Pula;Adria;Gallia;0;1286;0;25;0;0;0;0;29;0;0;0;0;28;0;0;0;0;22;0
117;Corinth;Aegean;Italy;0;0.25;0;25;0;0;0.75;0;29;0;1;3;33.33333333;28;1.19047619;0;3;0;22;0
118;Corinth;Aegean;Baetica;0;0.25;0;25;0;0;0.75;0;29;0;0;3;0;28;0;0;3;0;22;0
119;Corinth;Aegean;Tarraconensis;0;0.25;0;25;0;0;0.75;0;29;0;0;3;0;28;0;0;3;0;22;0
120;Corinth;Aegean;North Africa;0;0.25;0;25;0;0;0.75;0;29;0;0.5;3;16.66666667;28;0.595238095;0.5;3;16.66666667;22;0.757575758
121;Corinth;Aegean;Iberian Peninsula;0;0.25;0;25;0;0;0.75;0;29;0;0;3;0;28;0;0;3;0;22;0
123;Corinth;Aegean;Western Mediterranean;0;0.25;0;25;0;0;0.75;0;29;0;0;3;0;28;0;0;3;0;22;0
124;Corinth;Aegean;Eastern Mediterranean;0;0.25;0;25;0;0;0.75;0;29;0;0;3;0;28;0;0;3;0;22;0
125;Corinth;Aegean;unknown;0.25;0.25;100;25;4;0.75;0.75;100;29;3.448275862;1.5;3;50;28;1.785714286;2.5;3;83.33333333;22;3.787878788
126;Corinth;Aegean;Pontic Sea;0;0.25;0;25;0;0;0.75;0;29;0;0;3;0;28;0;0;3;0;22;0
127;Corinth;Aegean;Egypt;0;0.25;0;25;0;0;0.75;0;29;0;0;3;0;28;0;0;3;0;22;0
128;Corinth;Aegean;Gallia;0;0.25;0;25;0;0;0.75;0;29;0;0;3;0;28;0;0;3;0;22;0
129;Corinth;Aegean;Adria;0;0.25;0;25;0;0;0.75;0;29;0;0;3;0;28;0;0;3;0;22;0
130;Arles;Gallia;Italy;79.5;81.5;97.54601227;25;3.901840491;0;60.5;0;29;0;0;60.5;0;28;0;0.5;4.5;11.11111111;22;0.505050505
131;Arles;Gallia;Baetica;0;81.5;0;25;0;0;60.5;0;29;0;0;60.5;0;28;0;0;4.5;0;22;0
132;Arles;Gallia;Tarraconensis;0;81.5;0;25;0;0;60.5;0;29;0;0;60.5;0;28;0;0;4.5;0;22;0
133;Arles;Gallia;North Africa;2;81.5;2.45398773;25;0.098159509;1;60.5;1.652892562;29;0.056996295;1;60.5;1.652892562;28;0.059031877;0;4.5;0;22;0
134;Arles;Gallia;Iberian Peninsula;0;81.5;0;25;0;57.5;60.5;95.04132231;29;3.277286976;57.5;60.5;95.04132231;28;3.39433294;2;4.5;44.44444444;22;2.02020202
135;Arles;Gallia;Aegean;0;81.5;0;25;0;1;60.5;1.652892562;29;0.056996295;1;60.5;1.652892562;28;0.059031877;1;4.5;22.22222222;22;1.01010101
136;Arles;Gallia;Western Mediterranean;0;81.5;0;25;0;0;60.5;0;29;0;0;60.5;0;28;0;0;4.5;0;22;0
137;Arles;Gallia;Eastern Mediterranean;0;81.5;0;25;0;1;60.5;1.652892562;29;0.056996295;1;60.5;1.652892562;28;0.059031877;1;4.5;22.22222222;22;1.01010101
138;Arles;Gallia;unknown;0;81.5;0;25;0;0;60.5;0;29;0;0;60.5;0;28;0;0;4.5;0;22;0
139;Arles;Gallia;Pontic Sea;0;81.5;0;25;0;0;60.5;0;29;0;0;60.5;0;28;0;0;4.5;0;22;0
140;Arles;Gallia;Egypt;0;81.5;0;25;0;0;60.5;0;29;0;0;60.5;0;28;0;0;4.5;0;22;0
142;Arles;Gallia;Adria;0;81.5;0;25;0;0;60.5;0;29;0;0;60.5;0;28;0;0;4.5;0;22;0
143;Frejus;Gallia;Italy;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;0;24;0;22;0
144;Frejus;Gallia;Baetica;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;0;24;0;22;0
145;Frejus;Gallia;Tarraconensis;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;0;24;0;22;0
146;Frejus;Gallia;North Africa;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;1;24;4.166666667;22;0.189393939
147;Frejus;Gallia;Iberian Peninsula;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;19;24;79.16666667;22;3.598484848
148;Frejus;Gallia;Aegean;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;0;24;0;22;0
149;Frejus;Gallia;Western Mediterranean;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;0;24;0;22;0
150;Frejus;Gallia;Eastern Mediterranean;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;0;24;0;22;0
151;Frejus;Gallia;unknown;0;0;0;25;0;0;0;0;29;0;0;0;0;28;0;4;24;16.66666667;22;0.757575758
