ID	Site_name	region	origin	frequency_A	total_A	percentage_in_site_A	sites_in_region_A	percentage_in_region_A	sites_A	percentage_all_A	frequency_B	total_B	percentage_site_B	sites_in_region_B	percentage_in_region_B	sites_B	percentage_in_all_B	frequency_C	total_C	percentage_site_C	sites_in_region_C	percentage_in_region_C	sites_C	percentage_all_C	frequency_D	total_D	percentage_site_D	sites_in_region_D	percentage_in_region_D	sites_D	percentage_all_D
325	Prima Porta	Italy	Western Mediterranean	0	79	0	6	0	29	0	0	34	0	8	0	35	0	0	110	0	8	0	33	0	0	2	0	5	0	24	0
326	Prima Porta	Italy	Pontic Sea	0	79	0	6	0	29	0	0	34	0	8	0	35	0	0	110	0	8	0	33	0	0	2	0	5	0	24	0
327	Prima Porta	Italy	Adria	0	79	0	6	0	29	0	0	34	0	8	0	35	0	0	110	0	8	0	33	0	0	2	0	5	0	24	0
328	Prima Porta	Italy	Egypt	0	79	0	6	0	29	0	0	34	0	8	0	35	0	0	110	0	8	0	33	0	0	2	0	5	0	24	0
329	Prima Porta	Italy	Iberian Peninsula	0	79	0	6	0	29	0	0	34	0	8	0	35	0	0	110	0	8	0	33	0	0	2	0	5	0	24	0
330	Rome	Italy	Italy	0	0	0	6	0	29	0	0	0	0	8	0	35	0	1665	3050	54.59016393	8	6.823770491	33	1.654247392	257.4	594.8	43.27505044	5	8.655010088	24	1.803127102
331	Rome	Italy	Gallia	0	0	0	6	0	29	0	0	0	0	8	0	35	0	64	3050	2.098360656	8	0.262295082	33	0.063586687	1.6	594.8	0.268997983	5	0.053799597	24	0.011208249
332	Rome	Italy	Eastern Mediterranean	0	0	0	6	0	29	0	0	0	0	8	0	35	0	2	3050	0.06557377	8	0.008196721	33	0.001987084	0.8	594.8	0.134498991	5	0.026899798	24	0.005604125
333	Rome	Italy	North Africa	0	0	0	6	0	29	0	0	0	0	8	0	35	0	13	3050	0.426229508	8	0.053278689	33	0.012916046	165.4	594.8	27.80766644	5	5.561533288	24	1.158652768
334	Rome	Italy	unknown	0	0	0	6	0	29	0	0	0	0	8	0	35	0	1260	3050	41.31147541	8	5.163934426	33	1.251862891	126.4	594.8	21.25084062	5	4.250168124	24	0.885451692
335	Rome	Italy	Aegean	0	0	0	6	0	29	0	0	0	0	8	0	35	0	10	3050	0.327868852	8	0.040983607	33	0.00993542	42.4	594.8	7.128446537	5	1.425689307	24	0.297018606
336	Rome	Italy	Western Mediterranean	0	0	0	6	0	29	0	0	0	0	8	0	35	0	0	3050	0	8	0	33	0	0	594.8	0	5	0	24	0
337	Rome	Italy	Pontic Sea	0	0	0	6	0	29	0	0	0	0	8	0	35	0	0	3050	0	8	0	33	0	0	594.8	0	5	0	24	0
338	Rome	Italy	Adria	0	0	0	6	0	29	0	0	0	0	8	0	35	0	0	3050	0	8	0	33	0	0	594.8	0	5	0	24	0
339	Rome	Italy	Egypt	0	0	0	6	0	29	0	0	0	0	8	0	35	0	0	3050	0	8	0	33	0	0	594.8	0	5	0	24	0
340	Rome	Italy	Iberian Peninsula	0	0	0	6	0	29	0	0	0	0	8	0	35	0	36	3050	1.180327869	8	0.147540984	33	0.035767511	0.8	594.8	0.134498991	5	0.026899798	24	0.005604125
341	Settefinestre	Italy	Italy	385.3332	408.4165	94.34809808	6	15.72468301	29	3.253382692	228.3332	251.4165	90.81870124	8	11.35233766	35	2.594820035	228.3332	251.4165	90.81870124	8	11.35233766	33	2.752081856	2060.5	2151.75	95.75926571	5	19.15185314	24	3.989969405
342	Settefinestre	Italy	Gallia	0	408.4165	0	6	0	29	0	0	251.4165	0	8	0	35	0	0	251.4165	0	8	0	33	0	3.5	2151.75	0.162658301	5	0.03253166	24	0.006777429
343	Settefinestre	Italy	Eastern Mediterranean	1	408.4165	0.24484809	6	0.040808015	29	0.008443038	1	251.4165	0.397746369	8	0.049718296	35	0.011364182	1	251.4165	0.397746369	8	0.049718296	33	0.01205292	7	2151.75	0.325316603	5	0.065063321	24	0.013554858
344	Settefinestre	Italy	North Africa	19.3333	408.4165	4.733721581	6	0.788953597	29	0.163231779	19.3333	251.4165	7.689749877	8	0.961218735	35	0.219707139	19.3333	251.4165	7.689749877	8	0.961218735	33	0.233022724	68	2151.75	3.160218427	5	0.632043685	24	0.131675768
345	Settefinestre	Italy	unknown	2.75	408.4165	0.673332248	6	0.112222041	29	0.023218353	2.75	251.4165	1.093802515	8	0.136725314	35	0.0312515	2.75	251.4165	1.093802515	8	0.136725314	33	0.033145531	8.25	2151.75	0.383408853	5	0.076681771	24	0.015975369
346	Settefinestre	Italy	Aegean	0	408.4165	0	6	0	29	0	0	251.4165	0	8	0	35	0	0	251.4165	0	8	0	33	0	4.5	2151.75	0.209132102	5	0.04182642	24	0.008713838
347	Settefinestre	Italy	Western Mediterranean	0	408.4165	0	6	0	29	0	0	251.4165	0	8	0	35	0	0	251.4165	0	8	0	33	0	0	2151.75	0	5	0	24	0
348	Settefinestre	Italy	Pontic Sea	0	408.4165	0	6	0	29	0	0	251.4165	0	8	0	35	0	0	251.4165	0	8	0	33	0	0	2151.75	0	5	0	24	0
349	Settefinestre	Italy	Adria	0	408.4165	0	6	0	29	0	0	251.4165	0	8	0	35	0	0	251.4165	0	8	0	33	0	0	2151.75	0	5	0	24	0
350	Settefinestre	Italy	Egypt	0	408.4165	0	6	0	29	0	0	251.4165	0	8	0	35	0	0	251.4165	0	8	0	33	0	0	2151.75	0	5	0	24	0
351	Settefinestre	Italy	Iberian Peninsula	0	408.4165	0	6	0	29	0	0	251.4165	0	8	0	35	0	0	251.4165	0	8	0	33	0	0	2151.75	0	5	0	24	0
352	Berenike	North Africa	Italy	60.5	260.6659	23.20978693	3	7.736595643	29	0.80033748	197.5	469.9999	42.02128554	4	10.50532139	35	1.200608158	236	479.4998	49.21795588	4	12.30448897	33	1.491453208	3	206.8333	1.450443425	3	0.483481142	24	0.060435143
353	Berenike	North Africa	Gallia	0	260.6659	0	3	0	29	0	2.5	469.9999	0.531915007	4	0.132978752	35	0.015197572	5.5	479.4998	1.147028633	4	0.286757158	33	0.034758443	0	206.8333	0	3	0	24	0
354	Berenike	North Africa	Eastern Mediterranean	141.6666	260.6659	54.34796036	3	18.11598679	29	1.874067599	121.5	469.9999	25.85106933	4	6.462767333	35	0.738601981	56.6666	479.4998	11.81785686	4	2.954464215	33	0.358116874	18.5	206.8333	8.944401119	3	2.98146704	24	0.37268338
355	Berenike	North Africa	North Africa	2.5	260.6659	0.959082105	3	0.319694035	29	0.033071797	2	469.9999	0.425532005	4	0.106383001	35	0.012158057	0.5	479.4998	0.10427533	4	0.026068833	33	0.003159858	0	206.8333	0	3	0	24	0
356	Berenike	North Africa	unknown	0	260.6659	0	3	0	29	0	0	469.9999	0	4	0	35	0	0	479.4998	0	4	0	33	0	0	206.8333	0	3	0	24	0
357	Berenike	North Africa	Aegean	44.166	260.6659	16.94352809	3	5.647842697	29	0.584259589	57.6666	469.9999	12.26949197	4	3.067372993	35	0.350556913	124.6666	479.4998	25.99930177	4	6.499825443	33	0.787857629	158.5	206.8333	76.63176094	3	25.54392031	24	3.192990039
358	Berenike	North Africa	Western Mediterranean	11.3333	260.6659	4.347826087	3	1.449275362	29	0.149925037	76.3333	469.9999	16.24113112	4	4.06028278	35	0.464032318	31.1666	479.4998	6.499815016	4	1.624953754	33	0.196964091	0.8333	206.8333	0.402884835	3	0.134294945	24	0.016786868
359	Berenike	North Africa	Pontic Sea	0.5	260.6659	0.191816421	3	0.063938807	29	0.006614359	12.5	469.9999	2.659575034	4	0.664893759	35	0.075987858	25	479.4998	5.213766513	4	1.303441628	33	0.157992925	26	206.8333	12.57050968	3	4.190169893	24	0.523771237
360	Berenike	North Africa	Adria	0	260.6659	0	3	0	29	0	0	469.9999	0	4	0	35	0	0	479.4998	0	4	0	33	0	0	206.8333	0	3	0	24	0
361	Berenike	North Africa	Egypt	0	260.6659	0	3	0	29	0	0	469.9999	0	4	0	35	0	0	479.4998	0	4	0	33	0	0	206.8333	0	3	0	24	0
362	Berenike	North Africa	Iberian Peninsula	0	260.6659	0	3	0	29	0	0	469.9999	0	4	0	35	0	0	479.4998	0	4	0	33	0	0	206.8333	0	3	0	24	0
363	Carthage	North Africa	Italy	229	1146	19.98254799	3	6.66084933	29	0.689053379	168.5	589.75	28.57142857	4	7.142857143	35	0.816326531	32.75	433	7.563510393	4	1.890877598	33	0.229197285	864.75	1706.5	50.67389393	3	16.89129798	24	2.111412247
364	Carthage	North Africa	Gallia	0	1146	0	3	0	29	0	0	589.75	0	4	0	35	0	0	433	0	4	0	33	0	7	1706.5	0.410196308	3	0.136732103	24	0.017091513
365	Carthage	North Africa	Eastern Mediterranean	270	1146	23.56020942	3	7.85340314	29	0.812421015	0	589.75	0	4	0	35	0	0	433	0	4	0	33	0	0	1706.5	0	3	0	24	0
366	Carthage	North Africa	North Africa	633	1146	55.23560209	3	18.41186736	29	1.904675934	350.25	589.75	59.38957185	4	14.84739296	35	1.69684491	345.25	433	79.73441109	4	19.93360277	33	2.416194275	612.75	1706.5	35.90682684	3	11.96894228	24	1.496117785
367	Carthage	North Africa	unknown	5	1146	0.436300175	3	0.145433392	29	0.015044834	34.25	589.75	5.80754557	4	1.451886393	35	0.165929873	29.25	433	6.755196305	4	1.688799076	33	0.204702918	132.75	1706.5	7.779079988	3	2.593026663	24	0.324128333
368	Carthage	North Africa	Aegean	0	1146	0	3	0	29	0	0	589.75	0	4	0	35	0	0	433	0	4	0	33	0	0	1706.5	0	3	0	24	0
369	Carthage	North Africa	Western Mediterranean	9	1146	0.785340314	3	0.261780105	29	0.0270807	36.75	589.75	6.231454006	4	1.557863502	35	0.178041543	25.75	433	5.946882217	4	1.486720554	33	0.180208552	89.25	1706.5	5.23000293	3	1.74333431	24	0.217916789
370	Carthage	North Africa	Pontic Sea	0	1146	0	3	0	29	0	0	589.75	0	4	0	35	0	0	433	0	4	0	33	0	0	1706.5	0	3	0	24	0
371	Carthage	North Africa	Adria	0	1146	0	3	0	29	0	0	589.75	0	4	0	35	0	0	433	0	4	0	33	0	0	1706.5	0	3	0	24	0
372	Carthage	North Africa	Egypt	0	1146	0	3	0	29	0	0	589.75	0	4	0	35	0	0	433	0	4	0	33	0	0	1706.5	0	3	0	24	0
373	Carthage	North Africa	Iberian Peninsula	0	1146	0	3	0	29	0	0	589.75	0	4	0	35	0	0	433	0	4	0	33	0	0	1706.5	0	3	0	24	0
374	Leptis Magna	North Africa	Italy	0	0	0	3	0	29	0	11.5	21	54.76190476	4	13.69047619	35	1.56462585	11.5	21	54.76190476	4	13.69047619	33	1.659451659	0	0	0	3	0	24	0
375	Leptis Magna	North Africa	Gallia	0	0	0	3	0	29	0	0	21	0	4	0	35	0	0	21	0	4	0	33	0	0	0	0	3	0	24	0
376	Leptis Magna	North Africa	Eastern Mediterranean	0	0	0	3	0	29	0	6	21	28.57142857	4	7.142857143	35	0.816326531	6	21	28.57142857	4	7.142857143	33	0.865800866	0	0	0	3	0	24	0
377	Leptis Magna	North Africa	North Africa	0	0	0	3	0	29	0	0	21	0	4	0	35	0	0	21	0	4	0	33	0	0	0	0	3	0	24	0
378	Leptis Magna	North Africa	unknown	0	0	0	3	0	29	0	0	21	0	4	0	35	0	0	21	0	4	0	33	0	0	0	0	3	0	24	0
379	Leptis Magna	North Africa	Aegean	0	0	0	3	0	29	0	1	21	4.761904762	4	1.190476191	35	0.136054422	1	21	4.761904762	4	1.190476191	33	0.144300144	0	0	0	3	0	24	0
380	Leptis Magna	North Africa	Western Mediterranean	0	0	0	3	0	29	0	2.5	21	11.9047619	4	2.976190475	35	0.340136054	2.5	21	11.9047619	4	2.976190475	33	0.360750361	0	0	0	3	0	24	0
381	Leptis Magna	North Africa	Pontic Sea	0	0	0	3	0	29	0	0	21	0	4	0	35	0	0	21	0	4	0	33	0	0	0	0	3	0	24	0
382	Leptis Magna	North Africa	Adria	0	0	0	3	0	29	0	0	21	0	4	0	35	0	0	21	0	4	0	33	0	0	0	0	3	0	24	0
383	Leptis Magna	North Africa	Egypt	0	0	0	3	0	29	0	0	21	0	4	0	35	0	0	21	0	4	0	33	0	0	0	0	3	0	24	0
384	Leptis Magna	North Africa	Iberian Peninsula	0	0	0	3	0	29	0	0	21	0	4	0	35	0	0	21	0	4	0	33	0	0	0	0	3	0	24	0
385	Sabratha	North Africa	Italy	182.1666	583.0416	31.24418566	3	10.41472855	29	1.077385713	239.9166	591.6666	40.54928908	4	10.13732227	35	1.158551116	50.4166	181.8332	27.72683976	4	6.93170994	33	0.840207266	36.75	339.1666	10.83538297	3	3.611794323	24	0.45147429
386	Sabratha	North Africa	Gallia	0	583.0416	0	3	0	29	0	0	591.6666	0	4	0	35	0	0	181.8332	0	4	0	33	0	0	339.1666	0	3	0	24	0
387	Sabratha	North Africa	Eastern Mediterranean	359	583.0416	61.57365101	3	20.52455034	29	2.123229345	265.5	591.6666	44.87324449	4	11.21831112	35	1.2820927	50	181.8332	27.49772869	4	6.874432173	33	0.833264506	77.5	339.1666	22.85012734	3	7.616709113	24	0.952088639
388	Sabratha	North Africa	North Africa	38.875	583.0416	6.667620286	3	2.222540095	29	0.229917941	71.75	591.6666	12.12676193	4	3.031690483	35	0.346478912	71.75	181.8332	39.45924067	4	9.864810168	33	1.195734566	216.75	339.1666	63.90664647	3	21.30221549	24	2.662776936
389	Sabratha	North Africa	unknown	2	583.0416	0.343028696	3	0.114342899	29	0.011828576	12	591.6666	2.028169243	4	0.507042311	35	0.057947693	7.6666	181.8332	4.216281735	4	1.054070434	33	0.127766113	6.1666	339.1666	1.81816252	3	0.606054173	24	0.075756772
390	Sabratha	North Africa	Aegean	1	583.0416	0.171514348	3	0.057171449	29	0.005914288	2.5	591.6666	0.422535259	4	0.105633815	35	0.012072436	2	181.8332	1.099909148	4	0.274977287	33	0.03333058	2	339.1666	0.589680706	3	0.196560235	24	0.024570029
391	Sabratha	North Africa	Western Mediterranean	0	583.0416	0	3	0	29	0	0	591.6666	0	4	0	35	0	0	181.8332	0	4	0	33	0	0	339.1666	0	3	0	24	0
392	Sabratha	North Africa	Pontic Sea	0	583.0416	0	3	0	29	0	0	591.6666	0	4	0	35	0	0	181.8332	0	4	0	33	0	0	339.1666	0	3	0	24	0
393	Sabratha	North Africa	Adria	0	583.0416	0	3	0	29	0	0	591.6666	0	4	0	35	0	0	181.8332	0	4	0	33	0	0	339.1666	0	3	0	24	0
394	Sabratha	North Africa	Egypt	0	583.0416	0	3	0	29	0	0	591.6666	0	4	0	35	0	0	181.8332	0	4	0	33	0	0	339.1666	0	3	0	24	0
395	Sabratha	North Africa	Iberian Peninsula	0	583.0416	0	3	0	29	0	0	591.6666	0	4	0	35	0	0	181.8332	0	4	0	33	0	0	339.1666	0	3	0	24	0
396	Empuriae	Tarraconensis	Italy	17	32	53.125	2	26.5625	29	1.831896552	0	0	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
397	Empuriae	Tarraconensis	Gallia	0	32	0	2	0	29	0	0	0	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
398	Empuriae	Tarraconensis	Eastern Mediterranean	0	32	0	2	0	29	0	0	0	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
399	Empuriae	Tarraconensis	North Africa	0	32	0	2	0	29	0	0	0	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
400	Empuriae	Tarraconensis	unknown	3	32	9.375	2	4.6875	29	0.323275862	0	0	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
401	Empuriae	Tarraconensis	Aegean	0	32	0	2	0	29	0	0	0	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
402	Empuriae	Tarraconensis	Western Mediterranean	0	32	0	2	0	29	0	0	0	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
403	Empuriae	Tarraconensis	Pontic Sea	0	32	0	2	0	29	0	0	0	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
404	Empuriae	Tarraconensis	Adria	0	32	0	2	0	29	0	0	0	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
405	Empuriae	Tarraconensis	Egypt	0	32	0	2	0	29	0	0	0	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
406	Empuriae	Tarraconensis	Iberian Peninsula	12	32	37.5	2	18.75	29	1.293103448	0	0	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
407	Mallorca	Tarraconensis	Italy	76	100	76	2	38	29	2.620689655	19	100	19	2	9.5	35	0.542857143	0	0	0	1	0	33	0	0	0	0	1	0	24	0
408	Mallorca	Tarraconensis	Gallia	0	100	0	2	0	29	0	0	100	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
409	Mallorca	Tarraconensis	Eastern Mediterranean	0	100	0	2	0	29	0	0	100	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
410	Mallorca	Tarraconensis	North Africa	0	100	0	2	0	29	0	0	100	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
411	Mallorca	Tarraconensis	unknown	4	100	4	2	2	29	0.103448276	34	100	34	2	17	35	0.971428571	0	0	0	1	0	33	0	0	0	0	1	0	24	0
412	Mallorca	Tarraconensis	Aegean	0	100	0	2	0	29	0	0	100	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
413	Mallorca	Tarraconensis	Western Mediterranean	20	100	20	2	10	29	0.689655172	47	100	47	2	23.5	35	1.342857143	0	0	0	1	0	33	0	0	0	0	1	0	24	0
414	Mallorca	Tarraconensis	Pontic Sea	0	100	0	2	0	29	0	0	100	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
415	Mallorca	Tarraconensis	Adria	0	100	0	2	0	29	0	0	100	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
416	Mallorca	Tarraconensis	Egypt	0	100	0	2	0	29	0	0	100	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
417	Mallorca	Tarraconensis	Iberian Peninsula	0	100	0	2	0	29	0	0	100	0	2	0	35	0	0	0	0	1	0	33	0	0	0	0	1	0	24	0
418	Tarraco	Tarraconensis	Italy	0	0	0	2	0	29	0	68.15	316	21.5664557	2	10.78322785	35	0.616184448	68.15	235	29	1	29	33	0.878787879	0	39.27	0	1	0	24	0
419	Tarraco	Tarraconensis	Gallia	0	0	0	2	0	29	0	49.35	316	15.61708861	2	7.808544305	35	0.446202532	49.35	235	21	1	21	33	0.636363636	0	39.27	0	1	0	24	0
420	Tarraco	Tarraconensis	Eastern Mediterranean	0	0	0	2	0	29	0	0	316	0	2	0	35	0	0	235	0	1	0	33	0	0	39.27	0	1	0	24	0
421	Tarraco	Tarraconensis	North Africa	0	0	0	2	0	29	0	0	316	0	2	0	35	0	0	235	0	1	0	33	0	3.12	39.27	7.94499618	1	7.94499618	24	0.331041508
422	Tarraco	Tarraconensis	unknown	0	0	0	2	0	29	0	102.15	316	32.32594937	2	16.16297469	35	0.923598553	68.15	235	29	1	29	33	0.878787879	5.85	39.27	14.89686784	1	14.89686784	24	0.620702827
423	Tarraco	Tarraconensis	Aegean	0	0	0	2	0	29	0	0	316	0	2	0	35	0	0	235	0	1	0	33	0	0	39.27	0	1	0	24	0
424	Tarraco	Tarraconensis	Western Mediterranean	0	0	0	2	0	29	0	51.7	316	16.36075949	2	8.180379745	35	0.467450271	4.7	235	2	1	2	33	0.060606061	0	39.27	0	1	0	24	0
425	Tarraco	Tarraconensis	Pontic Sea	0	0	0	2	0	29	0	0	316	0	2	0	35	0	0	235	0	1	0	33	0	0	39.27	0	1	0	24	0
426	Tarraco	Tarraconensis	Adria	0	0	0	2	0	29	0	0	316	0	2	0	35	0	0	235	0	1	0	33	0	0	39.27	0	1	0	24	0
427	Tarraco	Tarraconensis	Egypt	0	0	0	2	0	29	0	0	316	0	2	0	35	0	0	235	0	1	0	33	0	0	39.27	0	1	0	24	0
428	Tarraco	Tarraconensis	Iberian Peninsula	0	0	0	2	0	29	0	44.65	316	14.12974684	2	7.06487342	35	0.403707052	44.65	235	19	1	19	33	0.575757576	30.3	39.27	77.15813598	1	77.15813598	24	3.214922333
								100																							
