ID;Site_name;region;origin;frequency_A;total_A;percentage_in_site_A;sites_in_region_A;percentage_in_region_A;sites_A;percentage_all_A;rounded_A;frequency_B;total_B;percentage_site_B;sites_in_region_B;percentage_in_region_B;sites_B;percentage_in_all_B;rounded_B;frequency_C;total_C;percentage_site_C;sites_in_region_C;percentage_in_region_C;sites_C;percentage_all_C;rounded_C;frequency_D;total_D;percentage_site_D;sites_in_region_D;percentage_in_region_D;sites_D;percentage_all_D;rounded_D;;frequency_all;total_all;percentage_all;sites_all;percentage_all_all;percentage_all_all_rounded
0;Adria;Adria;Italy;923.333;924.583;99.86480392;4;24.96620098;31;3.221445288;3.2;791.8333;798.5833;99.15475317;4;24.78868829;35;2.832992948;2.8;55.333;58.333;94.85711347;4;23.71427837;33;2.874457984;2.9;0;0.5;0;4;0;24;0;0;;1770.4993;1781.9993;99.35465743;40;2.483866436;2.5
1;Adria;Adria;Gallia;0;924.583;0;4;0;31;0;0;2;798.5833;0.250443504;4;0.062610876;35;0.007155529;0;1;58.333;1.71429551;4;0.428573878;33;0.051948349;0.1;0;0.5;0;4;0;24;0;0;;3;1781.9993;0.168350234;40;0.004208756;0
2;Adria;Adria;Eastern Mediterranean;1;924.583;0.108156866;4;0.027039217;31;0.003488931;0;2.5;798.5833;0.31305438;4;0.078263595;35;0.008944411;0;2;58.333;3.428591021;4;0.857147755;33;0.103896698;0.1;0;0.5;0;4;0;24;0;0;;5.5;1781.9993;0.308642097;40;0.007716052;0
3;Adria;Adria;North Africa;0;924.583;0;4;0;31;0;0;0;798.5833;0;4;0;35;0;0;0;58.333;0;4;0;33;0;0;0;0.5;0;4;0;24;0;0;;0;1781.9993;0;40;0;0
4;Adria;Adria;unknown;0;924.583;0;4;0;31;0;0;2;798.5833;0.250443504;4;0.062610876;35;0.007155529;0;0;58.333;0;4;0;33;0;0;0;0.5;0;4;0;24;0;0;;2;1781.9993;0.11223349;40;0.002805837;0
5;Adria;Adria;Aegean;0.25;924.583;0.027039217;4;0.006759804;31;0.000872233;0;0.25;798.5833;0.031305438;4;0.00782636;35;0.000894441;0;0;58.333;0;4;0;33;0;0;0;0.5;0;4;0;24;0;0;;0.5;1781.9993;0.028058372;40;0.000701459;0
6;Adria;Adria;Western Mediterranean;0;924.583;0;4;0;31;0;0;0;798.5833;0;4;0;35;0;0;0;58.333;0;4;0;33;0;0;0;0.5;0;4;0;24;0;0;;0;1781.9993;0;40;0;0
7;Adria;Adria;Pontic Sea;0;924.583;0;4;0;31;0;0;0;798.5833;0;4;0;35;0;0;0;58.333;0;4;0;33;0;0;0.5;0.5;100;4;25;24;4.166666667;4.2;;0.5;1781.9993;0.028058372;40;0.000701459;0
8;Adria;Adria;Adria;0;924.583;0;4;0;31;0;0;0;798.5833;0;4;0;35;0;0;0;58.333;0;4;0;33;0;0;0;0.5;0;4;0;24;0;0;;0;1781.9993;0;40;0;0
9;Adria;Adria;Egypt;0;924.583;0;4;0;31;0;0;0;798.5833;0;4;0;35;0;0;0;58.333;0;4;0;33;0;0;0;0.5;0;4;0;24;0;0;;0;1781.9993;0;40;0;0
10;Adria;Adria;Iberian Peninsula;0;924.583;0;4;0;31;0;0;0;798.5833;0;4;0;35;0;0;0;58.333;0;4;0;33;0;0;0;0.5;0;4;0;24;0;0;;0;1781.9993;0;40;0;0
11;Aquileia;Adria;Italy;62.5;417.75;14.96110114;4;3.740275284;31;0.482616166;0.5;62.5;417.75;14.96110114;4;3.740275284;35;0.427460032;0.4;270;734.75;36.74719292;4;9.186798231;33;1.113551301;1.1;6.25;23.75;26.31578947;4;6.578947368;24;1.096491228;1.1;;401.25;1594;25.17252196;40;0.629313049;0.6
12;Aquileia;Adria;Gallia;0;417.75;0;4;0;31;0;0;0;417.75;0;4;0;35;0;0;0;734.75;0;4;0;33;0;0;0;23.75;0;4;0;25;0;0;;0;1594;0;40;0;0
13;Aquileia;Adria;Eastern Mediterranean;1.875;417.75;0.448833034;4;0.112208259;31;0.014478485;0;1.875;417.75;0.448833034;4;0.112208259;35;0.012823801;0;1.75;734.75;0.23817625;4;0.059544063;33;0.007217462;0;0;23.75;0;4;0;25;0;0;;5.5;1594;0.345043915;40;0.008626098;0
14;Aquileia;Adria;North Africa;0;417.75;0;4;0;31;0;0;0;417.75;0;4;0;35;0;0;0;734.75;0;4;0;33;0;0;0;23.75;0;4;0;25;0;0;;0;1594;0;40;0;0
15;Aquileia;Adria;unknown;0;417.75;0;4;0;31;0;0;0;417.75;0;4;0;35;0;0;0;734.75;0;4;0;33;0;0;0;23.75;0;4;0;25;0;0;;0;1594;0;40;0;0
16;Aquileia;Adria;Aegean;3.375;417.75;0.807899461;4;0.201974865;31;0.026061273;0;3.375;417.75;0.807899461;4;0.201974865;35;0.023082842;0;3;734.75;0.408302144;4;0.102075536;33;0.012372792;0;0;23.75;0;4;0;25;0;0;;9.75;1594;0.611668758;40;0.015291719;0
17;Aquileia;Adria;Western Mediterranean;0;417.75;0;4;0;31;0;0;0;417.75;0;4;0;35;0;0;0;734.75;0;4;0;33;0;0;0;23.75;0;4;0;25;0;0;;0;1594;0;40;0;0
18;Aquileia;Adria;Pontic Sea;0;417.75;0;4;0;31;0;0;0;417.75;0;4;0;35;0;0;0;734.75;0;4;0;33;0;0;0;23.75;0;4;0;25;0;0;;0;1594;0;40;0;0
19;Aquileia;Adria;Adria;350;417.75;83.78216637;4;20.94554159;31;2.702650528;2.7;350;417.75;83.78216637;4;20.94554159;35;2.393776182;2.4;460;734.75;62.60632868;4;15.65158217;33;1.897161475;1.9;17.5;23.75;73.68421053;4;18.42105263;25;2.947368421;2.9;;1177.5;1594;73.87076537;40;1.846769134;1.8
20;Aquileia;Adria;Egypt;0;417.75;0;4;0;31;0;0;0;417.75;0;4;0;35;0;0;0;734.75;0;4;0;33;0;0;0;23.75;0;4;0;25;0;0;;0;1594;0;40;0;0
21;Aquileia;Adria;Iberian Peninsula;0;417.75;0;4;0;31;0;0;0;417.75;0;4;0;35;0;0;0;734.75;0;4;0;33;0;0;0;23.75;0;4;0;25;0;0;;0;1594;0;40;0;0
22;Butrint;Adria;Italy;0;0.5;0;4;0;31;0;0;7.5;16.6666;45.00018;4;11.250045;35;1.285719429;1.3;6.5;24.6666;26.35142257;4;6.587855643;33;0.798527957;0.8;0;2.6666;0;4;0;25;0;0;;14;44.4998;31.46081555;40;0.786520389;0.8
23;Butrint;Adria;Gallia;0;0.5;0;4;0;31;0;0;0;16.6666;0;4;0;35;0;0;0;24.6666;0;4;0;33;0;0;0;2.6666;0;4;0;25;0;0;;0;44.4998;0;40;0;0
24;Butrint;Adria;Eastern Mediterranean;0;0.5;0;4;0;31;0;0;0;16.6666;0;4;0;35;0;0;0;24.6666;0;4;0;33;0;0;0;2.6666;0;4;0;25;0;0;;0;44.4998;0;40;0;0
25;Butrint;Adria;North Africa;0;0.5;0;4;0;31;0;0;0;16.6666;0;4;0;35;0;0;1;24.6666;4.054065011;4;1.013516253;33;0.122850455;0.1;0;2.6666;0;4;0;25;0;0;;1;44.4998;2.247201111;40;0.056180028;0.1
26;Butrint;Adria;unknown;0;0.5;0;4;0;31;0;0;0.5;16.6666;3.000012;4;0.750003;35;0.085714629;0.1;0.5;24.6666;2.027032505;4;0.506758126;33;0.061425227;0.1;0;2.6666;0;4;0;25;0;0;;1;44.4998;2.247201111;40;0.056180028;0.1
27;Butrint;Adria;Aegean;0.5;0.5;100;4;25;31;3.225806452;3.2;2;16.6666;12.000048;4;3.000012;35;0.342858514;0.3;4;24.6666;16.21626004;4;4.054065011;33;0.49140182;0.5;1.5;2.6666;56.25140629;4;14.06285157;25;2.250056251;2.3;;8;44.4998;17.97760889;40;0.449440222;0.4
28;Butrint;Adria;Western Mediterranean;0;0.5;0;4;0;31;0;0;0.1666;16.6666;0.999603998;4;0.249901;35;0.028560114;0;0.1666;24.6666;0.675407231;4;0.168851808;33;0.020466886;0;0.1666;2.6666;6.247656191;4;1.561914048;25;0.249906248;0.2;;0.4998;44.4998;1.123151115;40;0.028078778;0
29;Butrint;Adria;Pontic Sea;0;0.5;0;4;0;31;0;0;2;16.6666;12.000048;4;3.000012;35;0.342858514;0.3;2;24.6666;8.108130022;4;2.027032505;33;0.24570091;0.2;0;2.6666;0;4;0;25;0;0;;4;44.4998;8.988804444;40;0.224720111;0.2
30;Butrint;Adria;Adria;0;0.5;0;4;0;31;0;0;4.5;16.6666;27.000108;4;6.750027;35;0.771431657;0.8;10.5;24.6666;42.56768262;4;10.64192065;33;1.289929776;1.3;1;2.6666;37.50093752;4;9.375234381;25;1.500037501;1.5;;16;44.4998;35.95521778;40;0.898880444;0.9
31;Butrint;Adria;Egypt;0;0.5;0;4;0;31;0;0;0;16.6666;0;4;0;35;0;0;0;24.6666;0;4;0;33;0;0;0;2.6666;0;4;0;25;0;0;;0;44.4998;0;40;0;0
32;Butrint;Adria;Iberian Peninsula;0;0.5;0;4;0;31;0;0;0;16.6666;0;4;0;35;0;0;0;24.6666;0;4;0;33;0;0;0;2.6666;0;4;0;25;0;0;;0;44.4998;0;40;0;0
187;Krk;Adria;Italy;0.5;4;12.5;4;3.125;31;0.403225806;0.4;6;15.75;38.0952381;4;9.523809524;35;1.088435374;1.1;2.5;10.45;23.92344498;4;5.980861244;33;0.724952878;0.7;0;1.45;0;4;0;25;0;0;;9;31.65;28.43601896;40;0.710900474;0.7
188;Krk;Adria;Gallia;3.5;4;87.5;4;21.875;31;2.822580645;2.8;9.75;15.75;61.9047619;4;15.47619048;35;1.768707483;1.8;7.25;10.45;69.37799043;4;17.34449761;33;2.102363346;2.1;0.25;1.45;17.24137931;4;4.310344828;25;0.689655172;0.7;;20.75;31.65;65.56082148;40;1.639020537;1.6
189;Krk;Adria;Eastern Mediterranean;0;4;0;4;0;31;0;0;0;15.75;0;4;0;35;0;0;0;10.45;0;4;0;33;0;0;0;1.45;0;4;0;25;0;0;;0;31.65;0;40;0;0
190;Krk;Adria;North Africa;0;4;0;4;0;31;0;0;0;15.75;0;4;0;35;0;0;0;10.45;0;4;0;33;0;0;0;1.45;0;4;0;25;0;0;;0;31.65;0;40;0;0
191;Krk;Adria;unknown;0;4;0;4;0;31;0;0;0;15.75;0;4;0;35;0;0;0.2;10.45;1.913875598;4;0.4784689;33;0.05799623;0.1;0.2;1.45;13.79310345;4;3.448275862;25;0.551724138;0.6;;0.4;31.65;1.263823065;40;0.031595577;0
192;Krk;Adria;Aegean;0;4;0;4;0;31;0;0;0;15.75;0;4;0;35;0;0;0.5;10.45;4.784688995;4;1.196172249;33;0.144990576;0.1;0.5;1.45;34.48275862;4;8.620689655;25;1.379310345;1.4;;1;31.65;3.159557662;40;0.078988942;0.1
193;Krk;Adria;Western Mediterranean;0;4;0;4;0;31;0;0;0;15.75;0;4;0;35;0;0;0;10.45;0;4;0;33;0;0;0.5;1.45;34.48275862;4;8.620689655;25;1.379310345;1.4;;0.5;31.65;1.579778831;40;0.039494471;0
194;Krk;Adria;Pontic Sea;0;4;0;4;0;31;0;0;0;15.75;0;4;0;35;0;0;0;10.45;0;4;0;33;0;0;0;1.45;0;4;0;25;0;0;;0;31.65;0;40;0;0
195;Krk;Adria;Adria;0;4;0;4;0;31;0;0;0;15.75;0;4;0;35;0;0;0;10.45;0;4;0;33;0;0;0;1.45;0;4;0;25;0;0;;0;31.65;0;40;0;0
196;Krk;Adria;Egypt;0;4;0;4;0;31;0;0;0;15.75;0;4;0;35;0;0;0;10.45;0;4;0;33;0;0;0;1.45;0;4;0;25;0;0;;0;31.65;0;40;0;0
197;Krk;Adria;Iberian Peninsula;0;4;0;4;0;31;0;0;0;15.75;0;4;0;35;0;0;0;10.45;0;4;0;33;0;0;0;1.45;0;4;0;25;0;0;;0;31.65;0;40;0;0
33;Athens;Aegean;Italy;17.83333;173.94093;10.25252078;5;2.050504157;31;0.330726477;0.3;94.1666;305.5068;30.82307824;6;5.137179707;35;0.880659378;0.9;36.6666;167.4164;21.90143857;7;3.128776938;33;0.663679957;0.7;12.3333;99.9165;12.34360691;6;2.057267819;25;0.493744276;0.5;;160.99983;746.78063;21.55918667;40;0.538979667;0.5
34;Athens;Aegean;Gallia;0;173.94093;0;5;0;31;0;0;0;305.5068;0;6;0;35;0;0;0;167.4164;0;7;0;33;0;0;0;99.9165;0;6;0;25;0;0;;0;746.78063;0;40;0;0
35;Athens;Aegean;Eastern Mediterranean;56.333;173.94093;32.38628194;5;6.477256388;31;1.044718772;1;44.166;305.5068;14.45663403;6;2.409439004;35;0.413046686;0.4;14.1666;167.4164;8.461895011;7;1.208842144;33;0.256421061;0.3;16.8333;99.9165;16.84736755;6;2.807894592;25;0.673894702;0.7;;131.4989;746.78063;17.6087722;40;0.440219305;0.4
36;Athens;Aegean;North Africa;0;173.94093;0;5;0;31;0;0;0;305.5068;0;6;0;35;0;0;0.5;167.4164;0.298656523;7;0.042665218;33;0.009050198;0;5.5;99.9165;5.504596338;6;0.917432723;25;0.220183854;0.2;;6;746.78063;0.803448799;40;0.02008622;0
37;Athens;Aegean;unknown;20.0916;173.94093;11.55081786;5;2.310163571;31;0.372607028;0.4;14.341;305.5068;4.6941672;6;0.7823612;35;0.134119063;0.1;8.4166;167.4164;5.027344991;7;0.718192142;33;0.152343788;0.2;1.25;99.9165;1.251044622;6;0.208507437;25;0.050041785;0.1;;44.0992;746.78063;5.905241543;40;0.147631039;0.1
38;Athens;Aegean;Aegean;51.85;173.94093;29.80897021;5;5.961794041;31;0.961579684;1;108.1666;305.5068;35.40562763;6;5.900937939;35;1.011589361;1;76.1666;167.4164;45.49530392;7;6.499329132;33;1.378645573;1.4;54.1666;99.9165;54.21186691;6;9.035311151;25;2.168474676;2.2;;290.3498;746.78063;38.88019966;40;0.972004992;1
39;Athens;Aegean;Western Mediterranean;25.833;173.94093;14.85159358;5;2.970318717;31;0.479083664;0.5;41.1666;305.5068;13.47485555;6;2.245809259;35;0.384995873;0.4;29;167.4164;17.32207836;7;2.474582623;33;0.524911466;0.5;9.8333;99.9165;9.841517667;6;1.640252945;25;0.393660707;0.4;;105.8329;746.78063;14.17188606;40;0.354297151;0.4
40;Athens;Aegean;Pontic Sea;2;173.94093;1.14981563;5;0.229963126;31;0.037090827;0;3.5;305.5068;1.145637348;6;0.190939558;35;0.032732496;0;2.5;167.4164;1.493282617;7;0.213326088;33;0.045250988;0;0;99.9165;0;6;0;25;0;0;;8;746.78063;1.071265065;40;0.026781627;0
41;Athens;Aegean;Adria;0;173.94093;0;5;0;31;0;0;0;305.5068;0;6;0;35;0;0;0;167.4164;0;7;0;33;0;0;0;99.9165;0;6;0;25;0;0;;0;746.78063;0;40;0;0
42;Athens;Aegean;Egypt;0;173.94093;0;5;0;31;0;0;0;305.5068;0;6;0;35;0;0;0;167.4164;0;7;0;33;0;0;0;99.9165;0;6;0;25;0;0;;0;746.78063;0;40;0;0
43;Athens;Aegean;Iberian Peninsula;0;173.94093;0;5;0;31;0;0;0;305.5068;0;6;0;35;0;0;0;167.4164;0;7;0;33;0;0;0;99.9165;0;6;0;25;0;0;;0;746.78063;0;40;0;0
44;Corinth;Aegean;Italy;0;1.5;0;5;0;31;0;0;4.5;15.833;28.42165098;6;4.73694183;35;0.812047171;0.8;7.5;26.3333;28.48104871;7;4.068721244;33;0.863062082;0.9;5;13.4033;37.30424597;6;6.217374328;25;1.492169839;1.5;;17;57.0696;29.78818846;40;0.744704711;0.7
45;Corinth;Aegean;Gallia;0;1.5;0;5;0;31;0;0;0;15.833;0;6;0;35;0;0;0;26.3333;0;7;0;33;0;0;0;13.4033;0;6;0;25;0;0;;0;57.0696;0;40;0;0
46;Corinth;Aegean;Eastern Mediterranean;0;1.5;0;5;0;31;0;0;2.5;15.833;15.7898061;6;2.63163435;35;0.451137317;0.5;0.5;26.3333;1.898736581;7;0.271248083;33;0.057537472;0.1;0;13.4033;0;6;0;25;0;0;;3;57.0696;5.25673914;40;0.131418478;0.1
47;Corinth;Aegean;North Africa;0;1.5;0;5;0;31;0;0;0;15.833;0;6;0;35;0;0;0;26.3333;0;7;0;33;0;0;0;13.4033;0;6;0;25;0;0;;0;57.0696;0;40;0;0
48;Corinth;Aegean;unknown;0;1.5;0;5;0;31;0;0;0;15.833;0;6;0;35;0;0;2;26.3333;7.594946323;7;1.084992332;33;0.230149889;0.2;0.5;13.4033;3.730424597;6;0.621737433;25;0.149216984;0.1;;2.5;57.0696;4.38061595;40;0.109515399;0.1
49;Corinth;Aegean;Aegean;1.5;1.5;100;5;20;31;3.225806452;3.2;8.833;15.833;55.78854292;6;9.298090486;35;1.593958369;1.6;16.3333;26.3333;62.02526839;7;8.860752627;33;1.879553587;1.9;7.9033;13.4033;58.96532943;6;9.827554906;25;2.358613177;2.4;;34.5696;57.0696;60.57445645;40;1.514361411;1.5
50;Corinth;Aegean;Western Mediterranean;0;1.5;0;5;0;31;0;0;0;15.833;0;6;0;35;0;0;0;26.3333;0;7;0;33;0;0;0;13.4033;0;6;0;25;0;0;;0;57.0696;0;40;0;0
51;Corinth;Aegean;Pontic Sea;0;1.5;0;5;0;31;0;0;0;15.833;0;6;0;35;0;0;0;26.3333;0;7;0;33;0;0;0;13.4033;0;6;0;25;0;0;;0;57.0696;0;40;0;0
52;Corinth;Aegean;Adria;0;1.5;0;5;0;31;0;0;0;15.833;0;6;0;35;0;0;0;26.3333;0;7;0;33;0;0;0;13.4033;0;6;0;25;0;0;;0;57.0696;0;40;0;0
53;Corinth;Aegean;Egypt;0;1.5;0;5;0;31;0;0;0;15.833;0;6;0;35;0;0;0;26.3333;0;7;0;33;0;0;0;13.4033;0;6;0;25;0;0;;0;57.0696;0;40;0;0
54;Corinth;Aegean;Iberian Peninsula;0;1.5;0;5;0;31;0;0;0;15.833;0;6;0;35;0;0;0;26.3333;0;7;0;33;0;0;0;13.4033;0;6;0;25;0;0;;0;57.0696;0;40;0;0
55;Gortyn;Aegean;Italy;0;0;0;5;0;31;0;0;22;55.5;39.63963964;6;6.606606607;35;1.132561133;1.1;22;55.5;39.63963964;7;5.662805663;33;1.201201201;1.2;0;0;0;6;0;25;0;0;;44;111;39.63963964;40;0.990990991;1
56;Gortyn;Aegean;Gallia;0;0;0;5;0;31;0;0;0;55.5;0;6;0;35;0;0;0;55.5;0;7;0;33;0;0;0;0;0;6;0;25;0;0;;0;111;0;40;0;0
57;Gortyn;Aegean;Eastern Mediterranean;0;0;0;5;0;31;0;0;8;55.5;14.41441441;6;2.402402402;35;0.411840412;0.4;8;55.5;14.41441441;7;2.059202059;33;0.436800437;0.4;0;0;0;6;0;25;0;0;;16;111;14.41441441;40;0.36036036;0.4
58;Gortyn;Aegean;North Africa;0;0;0;5;0;31;0;0;0;55.5;0;6;0;35;0;0;0;55.5;0;7;0;33;0;0;0;0;0;6;0;25;0;0;;0;111;0;40;0;0
59;Gortyn;Aegean;unknown;0;0;0;5;0;31;0;0;0;55.5;0;6;0;35;0;0;0;55.5;0;7;0;33;0;0;0;0;0;6;0;25;0;0;;0;111;0;40;0;0
60;Gortyn;Aegean;Aegean;0;0;0;5;0;31;0;0;25.5;55.5;45.94594595;6;7.657657658;35;1.312741313;1.3;25.5;55.5;45.94594595;7;6.563706564;33;1.392301392;1.4;0;0;0;6;0;25;0;0;;51;111;45.94594595;40;1.148648649;1.1
61;Gortyn;Aegean;Western Mediterranean;0;0;0;5;0;31;0;0;0;55.5;0;6;0;35;0;0;0;55.5;0;7;0;33;0;0;0;0;0;6;0;25;0;0;;0;111;0;40;0;0
62;Gortyn;Aegean;Pontic Sea;0;0;0;5;0;31;0;0;0;55.5;0;6;0;35;0;0;0;55.5;0;7;0;33;0;0;0;0;0;6;0;25;0;0;;0;111;0;40;0;0
63;Gortyn;Aegean;Adria;0;0;0;5;0;31;0;0;0;55.5;0;6;0;35;0;0;0;55.5;0;7;0;33;0;0;0;0;0;6;0;25;0;0;;0;111;0;40;0;0
64;Gortyn;Aegean;Egypt;0;0;0;5;0;31;0;0;0;55.5;0;6;0;35;0;0;0;55.5;0;7;0;33;0;0;0;0;0;6;0;25;0;0;;0;111;0;40;0;0
65;Gortyn;Aegean;Iberian Peninsula;0;0;0;5;0;31;0;0;0;55.5;0;6;0;35;0;0;0;55.5;0;7;0;33;0;0;0;0;0;6;0;25;0;0;;0;111;0;40;0;0
66;Knidos;Aegean;Italy;2;76.9986;2.597449824;5;0.519489965;31;0.083788704;0.1;2;76.9992;2.597429584;6;0.432904931;35;0.074212274;0.1;2.5;145.4995;1.718218963;7;0.245459852;33;0.052067241;0.1;0.5;68.5;0.729927007;6;0.121654501;25;0.02919708;0;;7;367.9973;1.902187869;40;0.047554697;0
67;Knidos;Aegean;Gallia;0;76.9986;0;5;0;31;0;0;0;76.9992;0;6;0;35;0;0;0;145.4995;0;7;0;33;0;0;0;68.5;0;6;0;25;0;0;;0;367.9973;0;40;0;0
68;Knidos;Aegean;Eastern Mediterranean;4.666;76.9986;6.059850439;5;1.211970088;31;0.195479046;0.2;4.6666;76.9992;6.060582448;6;1.010097075;35;0.173159499;0.2;6.6666;145.4995;4.581871415;7;0.654553059;33;0.138844588;0.1;2;68.5;2.919708029;6;0.486618005;25;0.116788321;0.1;;17.9992;367.9973;4.891122842;40;0.122278071;0.1
